,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,content_cleaned,rule_based_label,model_confidence
52888,gp:AOqpTOHxdLy8bOPzA9wHCc79RhLznlUK1fFHT1OpRn_iC1iLUQdfsum4Se4GIVjMhz5oz7VPxVdKXOk1z_UpFMY,shawn mcnabb,https://play-lh.googleusercontent.com/-AxxPnxc1MuM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucknrF3XnN-5j_JFglRdfaUoRxFxvQ/photo.jpg,"Doesn't give parents full control of the device. I gave my child an old phone to use for photos and podcasts. Unfortunately the time zone is wrong and the clock 3 hours ahead. After contacting Google support I learned there is no way to set the correct time unless you delete the child's account (which also deletes all their settings and data)! Even worse, Google consider this a ""feature""?!? I guess the devs never considered a use case where a child might travel outside their time zone? FAIL!",2,40,1.71.0.Z.350181002,2021-02-01 10:31:24,,,most_relevant,com.google.android.apps.kids.familylink,doesnt give parents full control of the device i gave my child an old phone to use for photos and podcasts unfortunately the time zone is wrong and the clock 3 hours ahead after contacting google support i learned there is no way to set the correct time unless you delete the childs account which also deletes all their settings and data even worse google consider this a feature i guess the devs never considered a use case where a child might travel outside their time zone fail,LOGIN_BUG,0.3911816329055559
56838,gp:AOqpTOGfz8mq2jzJRAz2vsAi7nsRMOv-tSWUVXlNqeYZ0U3eckizLucCKb7ser1Er75RhJvSi1rSBAqD-bmzPg,David & Ericka Purtee,https://play-lh.googleusercontent.com/-TbnBl5DcgZ4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmZ_WcrQuLGmfo1ok1cxQtyPdSPbg/photo.jpg,"The locator service works well to locate my phone from my husband's phone, but since he will not always be with me when I lose my phone, I need to be able to use the app from a computer. I downloaded the app to my computer and picked my phone, in the setup process but when I try to use the app on the computer, it says my phone is ineligible. I have tried looking into the settings, and figure it is probably a simple fix, but cannot seem to figure out how to fix this. Without being able to use my computer, the app is not useful.",3,10,2.3.008,2019-03-30 23:02:50,,,most_relevant,com.google.android.apps.adm,the locator service works well to locate my phone from my husbands phone but since he will not always be with me when i lose my phone i need to be able to use the app from a computer i downloaded the app to my computer and picked my phone in the setup process but when i try to use the app on the computer it says my phone is ineligible i have tried looking into the settings and figure it is probably a simple fix but cannot seem to figure out how to fix this without being able to use my computer the app is not useful,PERFORMANCE_BUG,0.39129527709533446
26902,gp:AOqpTOHwerA-of7SPLXYq4yAwsUG-cIC6ySDmpZFOZF-b1oiyMTYhG66NuLrPIBxOucKQtRfXyp65az76w8mEw,-I dont care-,https://play-lh.googleusercontent.com/a-/AOh14GhVktIWkZvx9BKEdgy9rIRWHCxz3sX1ubjPOi6fZQ,"It's an OK app.  It just doesn't work the way I want it to. It might bot be the apps designers fault, but I got this app so no one could guess my password and whenever I try to set a password it only shows me the English version. Not the one I want.",3,0,,2018-03-05 01:18:33,,,newest,com.google.android.inputmethod.korean,its an ok app  it just doesnt work the way i want it to it might bot be the apps designers fault but i got this app so no one could guess my password and whenever i try to set a password it only shows me the english version not the one i want,UI_BUG,0.3914814572318977
12091,gp:AOqpTOE9bP3_V8o4A8s8Z_S-s5Ppf-3fRN-swo2jE0YF237ryztw-boI37YzxhJGyZqk0NjmXdhNiEEQvrnWQQ,Lili Salcedo,https://play-lh.googleusercontent.com/a-/AOh14GjYmEQd83gjuXYTC6_uRjffYhYGg-jV5tDR2iO0qw,"This app is supposedly required in order for me to log into my school email and is trying to get me to make a buissness profile.It also will not let me unistall it,all I wanted was to be able to get access to all my schoolwork considering all of the pandemonium with the virus and online school. I shouldn't have to be dealing with this.",1,26,12.14.01,2020-04-01 19:10:30,,,most_relevant,com.google.android.apps.enterprise.dmagent,this app is supposedly required in order for me to log into my school email and is trying to get me to make a buissness profileit also will not let me unistall itall i wanted was to be able to get access to all my schoolwork considering all of the pandemonium with the virus and online school i shouldnt have to be dealing with this,LOGIN_BUG,0.39168610684758093
35220,gp:AOqpTOFWm_Gy7N144YSS6viGuxEK0CCLentwm_PhXAv5DnHpKVn01ikGTnnijj-kN5cSwIVTEIYC5ecV6xpj0f0,JY R,https://play-lh.googleusercontent.com/-S01YC7u0if0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm8zsrf02pg5T3FfuAHY2rG5PCu0g/photo.jpg,"When I send messages, they are being held in Outbox for so long (at least 30mins) and it's only a message of text - no images or video. Happening across all my accounts.",3,31,2020.11.29.346182102.Release,2021-01-12 08:56:14,"Hi there. If you are not able to send emails, or emails are stuck in send, let's try the following steps from our help center: https://goo.gle/31k92ND. Have a good day!",2021-01-12 09:01:58,most_relevant,com.google.android.gm,when i send messages they are being held in outbox for so long at least 30mins and its only a message of text  no images or video happening across all my accounts,LOGIN_BUG,0.39213809392949367
27512,gp:AOqpTOFzy1WDwgOtx7EEtKkZuFjcKlvXEnafvzzAdy5zIHv0Y6bca258Az3qJ-rwwTsCkDdXZvF69ymba1hpTQ,Flex Baker,https://play-lh.googleusercontent.com/a-/AOh14GhlrUsGTVxGOIzhd1IzOhweXT7iBa-nylWGx4Zwmw,"What the hell are the developers problems? The keyboard was great but with the updates they are killing it and making it useless. Its trash!! They took out a google search function the keyboard that was helpful and now you can't erase stupid typo words off the keyboard so its making more mistakes. With all the changes on ALL Google products, Google is turning into shady garbage.",1,292,10.1.04.342850159-release-arm64-v8a,2021-01-12 21:11:59,,,most_relevant,com.google.android.inputmethod.latin,what the hell are the developers problems the keyboard was great but with the updates they are killing it and making it useless its trash they took out a google search function the keyboard that was helpful and now you cant erase stupid typo words off the keyboard so its making more mistakes with all the changes on all google products google is turning into shady garbage,PERFORMANCE_BUG,0.3922451002671003
73101,gp:AOqpTOFBqBnmIsvb1FL0xWykGmuHGJLbLb_PF8kTtIUpza_79FJRQE1Sr3Zb2nI7nUk8MGfZGc772CzRwkvb3wc,Theoretical Reality,https://play-lh.googleusercontent.com/a-/AOh14GgPeFgJOC__QlBiWI5Gu-g6w0hV39h82gTXBN32qw,"After supervising my google account, I can no longer comment on YouTube videos. I know that this app is made for children, but I am 15 years old, I don't need anymore the settings on YouTube that ARE MADE for kids under 13 years old. I recomend reconsidering the settings for teenagers.",1,4,flh.release.1.44.0.Z.350180129,2021-02-01 11:54:40,,,most_relevant,com.google.android.apps.kids.familylinkhelper,after supervising my google account i can no longer comment on youtube videos i know that this app is made for children but i am 15 years old i dont need anymore the settings on youtube that are made for kids under 13 years old i recomend reconsidering the settings for teenagers,LOGIN_BUG,0.3924108905939091
52779,gp:AOqpTOFYzDbl0hBfsVAxSZaRCvYK8lp7vlxEroPOXOU9rKvgWZ5fUVRfm1ObeOO8hJPuuQ-h4GhHie_FKumBkmQ,galaxy Wolfe and lilly,https://play-lh.googleusercontent.com/a-/AOh14GgGYfFbpROrHGGDhqLREg5x_p0iQnuHqwXeFzXFSA,"I don't like it for me its complex and my daughter's old phone was hooked up to my account and her new one so it took a week to undo the old phone and its super annoying, my daughter for some reason can't go on YouTube even though there are no age restrictions on it.I don't recommend this app to parents of teens and children.If you dont trust you're kids, just take there device.The only reason i considered this app is so i can see how much time she spends on it.Im scared a hacker will track her.",1,13,1.70.0.Y.344120469,2020-12-28 18:47:38,,,most_relevant,com.google.android.apps.kids.familylink,i dont like it for me its complex and my daughters old phone was hooked up to my account and her new one so it took a week to undo the old phone and its super annoying my daughter for some reason cant go on youtube even though there are no age restrictions on iti dont recommend this app to parents of teens and childrenif you dont trust youre kids just take there devicethe only reason i considered this app is so i can see how much time she spends on itim scared a hacker will track her,LOGIN_BUG,0.3924380262377225
41203,gp:AOqpTOGEh3Eth194TrAhFUaW0WrKvREzjRa-j3_FPXnzyzMGjxTedA6uVNJorKw37OzgANHgWuQVb-zGA0kVcg,Jackie McGinnis,https://play-lh.googleusercontent.com/a-/AOh14GgWNECs2wGWblrMn4asd0Ll949wGZC8gHpJzxN7abI,"My Samsung Galaxy A11 was doing good until I created a Samsung Account. Then I had 3 search engines. Google, Chrome and Samsung Internet. Since then, I've been to the T-Mobile store 5 times in the 2 weeks because the 3 sites were basically fighting over who got me to use their search engine. Then I started getting messages after leaving T-Mobile that I had no internet connection at all. I couldn't even get WIFI. I haven't had this phone for a month.",3,100,86.0.4240.110,2020-11-13 06:43:20,,,most_relevant,com.google.android.webview,my samsung galaxy a11 was doing good until i created a samsung account then i had 3 search engines google chrome and samsung internet since then ive been to the tmobile store 5 times in the 2 weeks because the 3 sites were basically fighting over who got me to use their search engine then i started getting messages after leaving tmobile that i had no internet connection at all i couldnt even get wifi i havent had this phone for a month,LOGIN_BUG,0.3930855337382591
59068,gp:AOqpTOH5-ZHKrjRinkxwG9RBTambjMa5p30ibdhGK2GO_D19b11mJorayBxXnObx3XFxTF1R2uohMBdzGq3rAA,Zachary Isom,https://play-lh.googleusercontent.com/a-/AOh14Gj0VUNgdLDIOs21t3zCd1-myP-d_ClkLq5_c62kMcg,"""cannot interpret QR code"" error when attempting to transfer accounts is resolvable by removing any special characters, spaces, or filling in any custom names you may have that are blank, as in ones that show ""()"". It sucks that the community has had to come together to figure out this workaround, and I hope that the logic in that QR code generation/interpreting can be resolved in the near future.",2,60,5.10,2020-11-19 03:37:49,,,newest,com.google.android.apps.authenticator2,cannot interpret qr code error when attempting to transfer accounts is resolvable by removing any special characters spaces or filling in any custom names you may have that are blank as in ones that show  it sucks that the community has had to come together to figure out this workaround and i hope that the logic in that qr code generationinterpreting can be resolved in the near future,LOGIN_BUG,0.39352137682992905
58893,gp:AOqpTOH5-ZHKrjRinkxwG9RBTambjMa5p30ibdhGK2GO_D19b11mJorayBxXnObx3XFxTF1R2uohMBdzGq3rAA,Zachary Isom,https://play-lh.googleusercontent.com/a-/AOh14Gj0VUNgdLDIOs21t3zCd1-myP-d_ClkLq5_c62kMcg,"""cannot interpret QR code"" error when attempting to transfer accounts is resolvable by removing any special characters, spaces, or filling in any custom names you may have that are blank, as in ones that show ""()"". It sucks that the community has had to come together to figure out this workaround, and I hope that the logic in that QR code generation/interpreting can be resolved in the near future.",2,60,5.10,2020-11-19 03:37:49,,,most_relevant,com.google.android.apps.authenticator2,cannot interpret qr code error when attempting to transfer accounts is resolvable by removing any special characters spaces or filling in any custom names you may have that are blank as in ones that show  it sucks that the community has had to come together to figure out this workaround and i hope that the logic in that qr code generationinterpreting can be resolved in the near future,LOGIN_BUG,0.39352137682992905
4857,gp:AOqpTOG4zwBq8LV12xq4uxkvITSpDPmA5sdTiy6DfaSqreRVd5WypgeVpOuWwsdfOnY8enPqI-trLSA32W6BAQ,Rick Loughman,https://play-lh.googleusercontent.com/a-/AOh14GjIDtn_vOJGyhdtVzcsebQ2IqVsZ0Ku8x4FLyMW,"1.""play classical"" for a genre won't work if the word classical is in a library song title or artist name 2.home control menu no longer allows scenes to be organised or given nicknames if not in a room 3.19/1/19 to 23/1/21: voice unlock broken on lollipop 4.'assistant activity' is now a dead link with more than 1 account 5.updates twice a week and hardly anything gets fixed. ever. don't be evil? don't ever listen...",1,849,12.1.9.23.arm64,2021-01-23 13:43:55,,,most_relevant,com.google.android.googlequicksearchbox,1play classical for a genre wont work if the word classical is in a library song title or artist name 2home control menu no longer allows scenes to be organised or given nicknames if not in a room 319119 to 23121 voice unlock broken on lollipop 4assistant activity is now a dead link with more than 1 account 5updates twice a week and hardly anything gets fixed ever dont be evil dont ever listen,UI_BUG,0.3939574026078949
85099,gp:AOqpTOFsEn_dAEODTaH9aB1VK9Dw853exH3a_IyM3UyK0JruBs7uov1JNUw3A4Z3uoIm3hO51VJzhXsVPgku6w,Awy Harrison Eromosele,https://play-lh.googleusercontent.com/a-/AOh14GjvyldhGbbJcwJ7b6R_wCebJeZtJgULpy1pRnkJyg,This App keeps changing my wallpaper to one of the installed wallpapers. I want to see my Son's face on my lockscreen and wallpaper!! Nothing else for now! When I set my preferred photo after a while it automatically re-switches back to the installed wallpaper! I use a Nokia 2.1 and just upgraded to the Android 10. Fix this immediately! I am about to disable this App! Ridiculous!,1,11,10-6793674,2020-10-06 18:24:04,,,most_relevant,com.google.android.apps.wallpaper,this app keeps changing my wallpaper to one of the installed wallpapers i want to see my sons face on my lockscreen and wallpaper nothing else for now when i set my preferred photo after a while it automatically reswitches back to the installed wallpaper i use a nokia 21 and just upgraded to the android 10 fix this immediately i am about to disable this app ridiculous,UI_BUG,0.39405419262601965
32308,gp:AOqpTOGozv9Wj3QqlINGDxaR_R4zdmDKBZXVmPlGDP8rHdtlXN_Q0MXuiKZz0l3Jk-e2njfi99JYB2ABCjNG0_8,lloyd laskey,https://play-lh.googleusercontent.com/-lRhAZP7GI5s/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclhAls22jv4zZGq-hEVZV4zE0R_Uw/photo.jpg,"I really don't get this app. I understood that I can access my photos and memories from anywhere. I have uploaded all my photos from my laptop, I was led to believe I could view them through the app. All I have successfully achieved over the past 4 days is losing half of my photos on the phone and in settings a little blue circle going round and round next to 'ready to back up 1184 files' Either I'm stupid, or got the wrong end of the stick from the app description!!",1,1293,5.24.0.350451811,2021-01-19 18:12:41,,,most_relevant,com.google.android.apps.photos,i really dont get this app i understood that i can access my photos and memories from anywhere i have uploaded all my photos from my laptop i was led to believe i could view them through the app all i have successfully achieved over the past 4 days is losing half of my photos on the phone and in settings a little blue circle going round and round next to ready to back up 1184 files either im stupid or got the wrong end of the stick from the app description,PERFORMANCE_BUG,0.39409847927554675
73381,gp:AOqpTOFhc9fqRNv48vsew_97sTPTll4Yn0hKa9FsIbiPTcifrCyHlalv1MnxJWLbMwXcrTfAq46NMfw4Xa89148,O-man The Human,https://play-lh.googleusercontent.com/a-/AOh14GhbP9GquBMG4fEzX_lwecy-5kDHhVCSCfEwY2mE5w,"Very good in theory. However it is unusable because a. You can't set a limit to block multiple apps on the same overall amount and b. If you set up an overall time limit thing for all apps, they will not be able to work on school stuff on phone. C. The app opera is for some reason incredibly glitchy-- the screentime is incredibly inaccurate for that app alone. D. Kids can just install other apps, by just getting their parents google password!!! Google, add some form of two-factor authentication!",2,23,flh.release.1.25.0.G.283349593,2020-01-26 18:58:19,,,most_relevant,com.google.android.apps.kids.familylinkhelper,very good in theory however it is unusable because a you cant set a limit to block multiple apps on the same overall amount and b if you set up an overall time limit thing for all apps they will not be able to work on school stuff on phone c the app opera is for some reason incredibly glitchy the screentime is incredibly inaccurate for that app alone d kids can just install other apps by just getting their parents google password google add some form of twofactor authentication,UI_BUG,0.39433864502831656
88752,gp:AOqpTOEzASoklkI5BdbE3usxsToU94pVabFdLSqj2mS67Ny399ir5Sgq8aIn9caIgEShlJY8XEM0fLSYe2nTX28,Niki Cook,https://play-lh.googleusercontent.com/a-/AOh14Gh9xUmlUT_JI1etdk8uUJEN2ohEE_G67h3vapacsQ,"Hangouts worked well, but it said it was being discontinued and to use Google Meet. After using it three times, I've uninstalled it. The video keeps freezing, making it impossible to have a video chat. The voice and video end up being out of sync, and the app has closed in the middle of a session several times. During my last meeting, I had to install another app and hold up a piece of paper for the other person, ""Check your email for an invite."" (My 1 hr meeting ended up being 25-30 min.)",1,2023,2020.11.29.345116913.Release,2020-12-22 12:49:10,"Hi, Niki. We suggest that you take a look at this article: https://goo.gle/36etW3n to correct errors with the app. If you need more help, visit our Help Center: goo.gle/2YBmXiR. Thank you.",2020-12-25 18:48:54,most_relevant,com.google.android.apps.meetings,hangouts worked well but it said it was being discontinued and to use google meet after using it three times ive uninstalled it the video keeps freezing making it impossible to have a video chat the voice and video end up being out of sync and the app has closed in the middle of a session several times during my last meeting i had to install another app and hold up a piece of paper for the other person check your email for an invite my 1 hr meeting ended up being 2530 min,LOGIN_BUG,0.3946972645425279
51960,gp:AOqpTOEw0JYVMZmcc5Svis2JivyQIigp5C7OI9H79hTxUbioU01aEsE0QDIJZmcq57O-ucBfyJf-nfZ8jcrVv14,Sascha Peilicke,https://play-lh.googleusercontent.com/a-/AOh14GhCS9gJozikzSAXbd3SO4T5UULgeUrthRCU44v6fQ,"It's currently a sloppy copy of the iOS feature. It's strangely not connected to fit (bedtime) and overlaps with the app battery usage screens. It just visualizes all the behavioral tracking that happens in the background. Simple deny the ""usage access"" permission and disable it.",3,9,1.0.322571612,2020-08-18 17:22:42,,,most_relevant,com.google.android.apps.wellbeing,its currently a sloppy copy of the ios feature its strangely not connected to fit bedtime and overlaps with the app battery usage screens it just visualizes all the behavioral tracking that happens in the background simple deny the usage access permission and disable it,UI_BUG,0.39525783093432676
56549,gp:AOqpTOEwDIMkr3v5rGs8oviVa5pR5jPFI1xWLls04jfx-nqzVttwDMl8vrRQxzglM2x2z6eJjMJv6AUEvRcd9A,Android User C41F877B,https://play-lh.googleusercontent.com/-BBV70ixTwCU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmsaprMNee13EvThj0VuHicJKitOA/photo.jpg,It needs more features to control a lost/stolen phone remotely by sending special text messages to it (for if WiFi/data disabled). E.g. remotely (and silently): - Turn on GPS - Take pictures when a face is detected - Do loud ringtone - Send list of recent locations via email The technology is there to allow all this and it would make stealing Android phones pointless!,2,35,2.2.009,2018-10-10 18:46:10,,,most_relevant,com.google.android.apps.adm,it needs more features to control a loststolen phone remotely by sending special text messages to it for if wifidata disabled eg remotely and silently  turn on gps  take pictures when a face is detected  do loud ringtone  send list of recent locations via email the technology is there to allow all this and it would make stealing android phones pointless,LOGIN_BUG,0.3959089703525029
10002,gp:AOqpTOG8hccrMhFiP27zDEbbCNiWPzU_Ix_g596dhoyl5nGKzcO1sis9bUKG1RZgByX6_dPI-to8GxxAZcUaQ98,T Rex Cal,https://play-lh.googleusercontent.com/-jaz43s3JL0Y/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm8DxLAffMYXN2cYUlzm1YaBf2Cpg/photo.jpg,"What the heck is going on with this browser, Try to sign directly into my Walmart account and it keeps kicking back-and-forth I have to keep tapping on the browser 6 times in a row before it goes through ? Would also be nice if this browser would automatically delete each and every activity as soon as I Stopped using that site.",3,32,88.0.4324.141,2021-02-02 21:07:15,,,most_relevant,com.android.chrome,what the heck is going on with this browser try to sign directly into my walmart account and it keeps kicking backandforth i have to keep tapping on the browser 6 times in a row before it goes through  would also be nice if this browser would automatically delete each and every activity as soon as i stopped using that site,LOGIN_BUG,0.39625408038288545
35254,gp:AOqpTOHAaLxuu9NFOHd579jeayl1zGq3oSndHrQ7XRygvnSud-gF4kpDO4M1OwKz6yR2F8_V3OCp_KkfPdYKSpk,Benjamin Bingham,https://play-lh.googleusercontent.com/a-/AOh14Gjie86s6nXh1zQiXbZIyjiuhLiLS_5g-px2chyGyA,"I often miss so many emails, because I hardly ever get notified of new mail. I've checked my notification settings and it is checked to notify me for new mail. It is also frustrating that I can never get it to stay in ""all inboxes"".",3,2,2020.11.15.344132073.Release,2020-12-10 15:04:11,"Hi there. We suggest you try the steps in the topic ""I am not receiving notifications"": https://goo.gle/36d07hS. If there are still issues you can post a question in our Gmail-Forum to get help from our experts: https://goo.gle/31PaCHq. Kind regards.",2020-12-10 15:30:41,most_relevant,com.google.android.gm,i often miss so many emails because i hardly ever get notified of new mail ive checked my notification settings and it is checked to notify me for new mail it is also frustrating that i can never get it to stay in all inboxes,LOGIN_BUG,0.3962736520276033
35252,gp:AOqpTOF_IkX3U7A0YuCRt3QeW6EOtltHGJwwpvjvx58pEmlVcDJ4UIjWt86c2eOvW3Qt9ITHaqKJWPf5t9gqzVs,shahzaad ji,https://play-lh.googleusercontent.com/a-/AOh14GiIyxu9ka091rhDxRsdr5zRd3IFngbF2T-4vsjS,"Gmail is the most widely used email app around the world, still room for improvement exists. A tiny but crucial addition i would like to add, kindly add an option for selecting multiple mails with single click or atleast make ot easier for use. Thanks",3,1,2020.11.29.346182102.Release,2021-01-04 06:07:21,,,most_relevant,com.google.android.gm,gmail is the most widely used email app around the world still room for improvement exists a tiny but crucial addition i would like to add kindly add an option for selecting multiple mails with single click or atleast make ot easier for use thanks,LOGIN_BUG,0.3967742656538497
52691,gp:AOqpTOHBjwSm5jt3pKu5JZpkwN0Y5oWMj4w3Vyqwzkrv3wmdoyKCBkqgPItqIeJeLSVZ6-ZzSGOlF0nCpPDwK7c,Ponxa Toledo,https://play-lh.googleusercontent.com/a-/AOh14GhzNC21SyzzrOxV-NVefg4gGqSbEEVRNRRplfDqbw,"This app used to work smoothly before on my daughter's android phone. But all of a sudden, her phone activities we're not syncing anymore. When I try to supervise her account on my phone, it said that she's not logged in to any devices when in fact she is. I can not do anything on this app now. Btw her phone is android N so it's not the problem here. Appreciate if you could fix this glitch.",1,108,1.71.0.Z.350181002,2021-01-28 02:45:05,,,most_relevant,com.google.android.apps.kids.familylink,this app used to work smoothly before on my daughters android phone but all of a sudden her phone activities were not syncing anymore when i try to supervise her account on my phone it said that shes not logged in to any devices when in fact she is i can not do anything on this app now btw her phone is android n so its not the problem here appreciate if you could fix this glitch,LOGIN_BUG,0.3969018722680027
71121,gp:AOqpTOFq1tXTt5GmEivzZi2KR1pG1ht8cvZfanrREfK_d_t8Do4eW34rNEoS8RliY5pGEZ9snTFvpM59iGBVtQ,Auhsoj Nayr Oktrab,https://play-lh.googleusercontent.com/a-/AOh14Gig1FKsHj0UtIdAl5wEVeThvtS-YL70t3nbHHiuPQ,"I like the updated font & theme, but I am not a fan of the color choices. Or lack there of really... I know it seems to be like asking for the moon, but can we PLEASE get the option for a dark theme?!? 🌚 And in all reality it's probably one of the easiest kind of updates you could make to a app. Across almost all Google apps the number one thing people want most is a dark option or theme. There is entirely too much white which makes for an uber bright screen(hard on the eyes) and then to top it all off, classic boring Google blue. We've all noticed lately how popular Google apps have been getting dark theme'ing options. It would be much appreciated if this one was included in that line of thinking as well. Pretty please..with a cherry on top!!🍒",3,11,7.5 (213680574),2018-09-25 16:18:51,,,most_relevant,com.google.android.calculator,i like the updated font  theme but i am not a fan of the color choices or lack there of really i know it seems to be like asking for the moon but can we please get the option for a dark theme  and in all reality its probably one of the easiest kind of updates you could make to a app across almost all google apps the number one thing people want most is a dark option or theme there is entirely too much white which makes for an uber bright screenhard on the eyes and then to top it all off classic boring google blue weve all noticed lately how popular google apps have been getting dark themeing options it would be much appreciated if this one was included in that line of thinking as well pretty pleasewith a cherry on top,UI_BUG,0.3975868206894151
59158,gp:AOqpTOFgk6kX7WB3jl2P2RV6ax0dkQeeUJxg7LP64WxYHdTNF-q-GzezzBncmzBbV069hhO4RO2WUDa1Wung-w,Jesse Kramasz,https://play-lh.googleusercontent.com/a-/AOh14GgEIVhfguUsi9xREcVSlEOkpWw_PaPr72Mpsa_WzBs,Importing of accounts did not work when trying to import from my Pixel 3 XL to an iPad Pro. Gave error messages. It seems this funtionality should be supported.,3,0,5.10,2020-10-21 23:12:07,,,most_relevant,com.google.android.apps.authenticator2,importing of accounts did not work when trying to import from my pixel 3 xl to an ipad pro gave error messages it seems this funtionality should be supported,LOGIN_BUG,0.39808960560609963
49490,gp:AOqpTOHihB_0MrYlQZujGXlqmlk1JYD0anWsWyKKEZq2qrnldj6wym2qXNYGLD7WtKEuJyoIcondLQCACNQk8g,Willie Perry,https://play-lh.googleusercontent.com/a-/AOh14GhLpfubulyjvMCP8MiGmn6auxeWyMiV5X0XtNhYGw,"I'm not sure if it is an expense for the call I received, my daughter called me from an iPhone she. An app had to be downloaded to her phone to make the call possible. I don't know if the app was free or not. Android technology appears to be catching up with Apple just wish it was easier most of what I've learn was from others. I think of my device as a laptop now if it works like my laptop so be it if it doesn't I ask some if if can be done and how. I've learn much this way.",3,38,121.0.351389653.DR121_RC02.s,2021-01-19 18:52:07,"Hi Willie. We'd love to help you learn more about Google Duo! Please visit this article to learn more about Google Duo: https://goo.gle/3iQ8J49. As always, you can also ask a question in our Duo Community Forum too! https://goo.gle/2nWc7E6.",2021-01-20 02:37:48,most_relevant,com.google.android.apps.tachyon,im not sure if it is an expense for the call i received my daughter called me from an iphone she an app had to be downloaded to her phone to make the call possible i dont know if the app was free or not android technology appears to be catching up with apple just wish it was easier most of what ive learn was from others i think of my device as a laptop now if it works like my laptop so be it if it doesnt i ask some if if can be done and how ive learn much this way,PERFORMANCE_BUG,0.3983207786706805
18914,gp:AOqpTOEmW2doDA2oJuIBykKz7w6X-I9uY9Qhvqk-KlPnf62OOw617KymQvD49QaqrFMIBnsUlmukuZKeUzi8Hw,Stuart Dawson,https://play-lh.googleusercontent.com/-9oi9BXfL5kg/AAAAAAAAAAI/AAAAAAAAADQ/AMZuucm7Lo-b-ethcVzA5_X1og4_DjITaQ/photo.jpg,"Hit and miss with recording data. It's fairly accurate over short distances, but goes on a journey of its own over longer distances. Recorded a 1hr.58m walk....Suunto Spartan watch - 7.3m...GFit - 5.5m (missing 1.8m somewhere). Knowing how fast I usually walk...Watch is accurate and GFit is way off.. Suunto is synced with Strava which is synced with GFit, but GFit data remains what GFit records and doesn't change when synced. Getting worse with every update.",2,2,2.46.22-130,2021-01-09 13:01:48,,,most_relevant,com.google.android.apps.fitness,hit and miss with recording data its fairly accurate over short distances but goes on a journey of its own over longer distances recorded a 1hr58m walksuunto spartan watch  73mgfit  55m missing 18m somewhere knowing how fast i usually walkwatch is accurate and gfit is way off suunto is synced with strava which is synced with gfit but gfit data remains what gfit records and doesnt change when synced getting worse with every update,UI_BUG,0.39851970710837675
53121,gp:AOqpTOFACdMVHLP51tHRMaTQWyfNfBLOzKR8Y2wqZjv5aJvNO4XYTZoqrHLHEw0GOT2mwHV4M9bdZ7b7bzV1MVw,Julie Russell,https://play-lh.googleusercontent.com/-rakZIMLNSVo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnpemru-8_TBxyrWE8Yac0XF-IZLw/photo.jpg,"It's a great idea, but the constant emails and link messages are a bit too much.",3,0,1.71.0.Z.350181002,2021-01-28 09:28:37,,,most_relevant,com.google.android.apps.kids.familylink,its a great idea but the constant emails and link messages are a bit too much,LOGIN_BUG,0.3997201545677135
35162,gp:AOqpTOEpBSvLz6jPrDARS3Ce8D4GpKiSfdouTjl3djFHgPdJrZx0U0B03iNLkNFL93i07IRcrkR3Ix47-05-zfY,Saifullah Saifulbahri,https://play-lh.googleusercontent.com/-a4mQKdJqvSs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnZbyrgclYQM8rh63xbEoYg19hC-w/photo.jpg,Gmail push notifications is not working. Nothing has worked. Won't get emails unless I open the app. It's not even optimisated. Viewed every solution but none work. Since issues already tried to solve. Nothing works,3,0,2020.11.29.346182102.Release,2021-02-01 06:52:26,"That doesn't sound good, Saifullah. We suggest you try the steps in the topic ""I am not receiving notifications"": https://goo.gle/36d07hS. If there are still issues you can post a question in our Gmail-Forum to get help from our experts: https://goo.gle/31PaCHq. Kind regards.",2021-02-01 19:44:38,most_relevant,com.google.android.gm,gmail push notifications is not working nothing has worked wont get emails unless i open the app its not even optimisated viewed every solution but none work since issues already tried to solve nothing works,LOGIN_BUG,0.39980195066131574
35163,gp:AOqpTOFVAMmoam8O4RvD8HceazyxAA1PfpjgnTHYJ9Ma3nFYA0B5XupIxIL6HOycqETkCR8kjO6ZeEIjzRuzar8,Dan Carlson,https://play-lh.googleusercontent.com/a-/AOh14GjGNCbER8WW5dSlnXypc36ciyytYKxc8lPHfmfomic,"Love the app but it no longer pushes reliably on Android. I rely on emails for notifications if network systems go down and since I switched to android and the Gmail app, notifications come anywhere from minutes to hours later. IPhone app is instant and now I have to use Aqua Mail which is also instant. Forums claim its the DOZE software and no getting around it. Why do other mail apps work then?",3,13,2020.11.01.342354497.Release,2020-11-24 01:55:32,,,most_relevant,com.google.android.gm,love the app but it no longer pushes reliably on android i rely on emails for notifications if network systems go down and since i switched to android and the gmail app notifications come anywhere from minutes to hours later iphone app is instant and now i have to use aqua mail which is also instant forums claim its the doze software and no getting around it why do other mail apps work then,LOGIN_BUG,0.400607342552175
